Location,Cuisines,Average_Cost_for_Two,Rating,Votes,Reviews,Delivery_Time
"Sector 3, Marathalli","Chinese, North Indian, Fast Food",150.0,3.0,128.0,22.0,45.0
"Rmz Centennial, I Gate, Whitefield","Fast Food, North Eastern, Momos",100.0,3.0,63.0,26.0,30.0
"Sector 14, Noida",South Indian,100.0,3.0,14.0,3.0,30.0
"Sector 63A,Gurgaon",Chinese,400.0,4.0,182.0,135.0,30.0
"Sector 14, Noida","North Indian, Mughlai, Rajasthani, Chinese, Bakery",200.0,4.0,366.0,182.0,65.0
"Sector 14, Noida",Rolls,100.0,3.0,4.0,2.0,30.0
"Noorkhan Bazaar, Malakpet, Hyderabad",North Indian,100.0,3.0,63.0,26.0,30.0
"Sector 1, Noida",Bakery,150.0,3.0,63.0,26.0,65.0
Delhi University-GTB Nagar,"Chinese, Fast Food",150.0,3.0,23.0,11.0,30.0
Majestic,Healthy Food,50.0,3.0,12.0,5.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, North Indian",200.0,3.0,34.0,9.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Fast Food",100.0,3.0,12.0,7.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, South Indian, Chinese",100.0,3.0,20.0,7.0,30.0
"Sector 14, Noida",North Indian,100.0,3.0,79.0,30.0,30.0
"Sector 14, Noida","Chinese, Momos",150.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Bakery, Fast Food, Desserts, North Indian",200.0,3.0,11.0,3.0,30.0
Majestic,"Burger, Fast Food",200.0,3.0,452.0,60.0,45.0
"Yerawada, Pune, Maharashtra","Street Food, Fast Food, Beverages",150.0,3.0,13.0,10.0,45.0
Delhi Cantt.,"Fast Food, Burger",200.0,3.0,33.0,13.0,30.0
"Sector 1, Noida","North Indian, Chinese",200.0,3.0,21.0,8.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Juices, Healthy Food",100.0,3.0,22.0,6.0,30.0
Delhi University-GTB Nagar,North Indian,50.0,3.0,20.0,4.0,30.0
"Tiretti, Kolkata",Beverages,150.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur","Fast Food, Beverages",250.0,4.0,913.0,751.0,30.0
Pune University,Fast Food,100.0,3.0,73.0,20.0,45.0
"Dockyard Road, Mumbai CST Area","North Indian, Mughlai, Chinese, Seafood",600.0,3.0,270.0,139.0,30.0
"D-Block, Sector 63, Noida",North Indian,150.0,3.0,63.0,26.0,30.0
Mumbai Central,"Fast Food, Desserts",150.0,3.0,6.0,26.0,30.0
"FTI College, Law College Road, Pune",Street Food,100.0,3.0,27.0,5.0,30.0
Delhi Cantt.,"Pizza, Fast Food",200.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","North Indian, Rolls, Chinese",200.0,3.0,348.0,105.0,30.0
"Sector 63A,Gurgaon","Beverages, Desserts, Fast Food",200.0,4.0,166.0,84.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,100.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","North Indian, Chinese",150.0,2.0,5.0,1.0,30.0
"Gora Bazar, Rajbari, North Dumdum, Kolkata","North Indian, Chinese, South Indian, Fast Food",250.0,4.0,291.0,218.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, Chinese, Kebab",200.0,3.0,63.0,26.0,30.0
"Moulali, Kolkata",North Indian,200.0,3.0,98.0,21.0,65.0
"Sector 14, Noida",Bakery,150.0,3.0,17.0,8.0,30.0
"MG Road, Pune","Italian, Street Food",250.0,3.0,107.0,43.0,45.0
Majestic,"North Indian, Chinese",100.0,3.0,6.0,1.0,30.0
"FTI College, Law College Road, Pune",Maharashtrian,150.0,3.0,5.0,1.0,30.0
"Sector 3, Marathalli","Pizza, Desserts",250.0,4.0,276.0,59.0,30.0
"D-Block, Sector 63, Noida","Chinese, North Indian",150.0,3.0,23.0,3.0,30.0
"Sector 3, Marathalli","South Indian, North Indian, Chinese",150.0,3.0,28.0,10.0,30.0
"Sector 14, Noida","North Indian, Chinese",400.0,3.0,34.0,27.0,30.0
"Musi Nagar, Malakpet, Hyderabad","North Indian, Beverages",100.0,2.0,4.0,3.0,30.0
Delhi Cantt.,"Cafe, Chinese, Continental",300.0,3.0,266.0,217.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Fast Food",200.0,3.0,12.0,5.0,30.0
"Babarpur, New Delhi, Delhi","North Indian, Fast Food",150.0,3.0,42.0,15.0,30.0
"Rmz Centennial, I Gate, Whitefield","Desserts, Beverages, Ice Cream",150.0,4.0,74.0,25.0,30.0
"Sector 14, Noida","North Indian, Mughlai, Chinese",300.0,3.0,735.0,464.0,45.0
Majestic,"North Indian, Street Food",200.0,3.0,37.0,25.0,30.0
"D-Block, Sector 63, Noida",North Indian,200.0,3.0,4.0,26.0,30.0
"FTI College, Law College Road, Pune","Burger, Fast Food",200.0,3.0,326.0,106.0,30.0
"Delhi Administration Flats, Timarpur","North Indian, Chinese, Fast Food",200.0,3.0,88.0,25.0,30.0
Majestic,"Arabian, Rolls",200.0,3.0,35.0,11.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Fast Food, Kebab, Rolls, Beverages",150.0,3.0,94.0,42.0,45.0
"Moulali, Kolkata","Street Food, Mishti",100.0,3.0,31.0,12.0,30.0
Delhi Cantt.,"Pizza, Fast Food",100.0,3.0,5.0,26.0,30.0
"Tiretti, Kolkata","Mishti, Street Food",50.0,3.0,59.0,17.0,65.0
"D-Block, Sector 63, Noida",Bakery,100.0,3.0,15.0,3.0,45.0
Mumbai Central,Sandwich,100.0,3.0,60.0,21.0,65.0
"Yerawada, Pune, Maharashtra","Healthy Food, Salad, Juices",200.0,3.0,75.0,38.0,45.0
Delhi University-GTB Nagar,"North Indian, Thai, Goan, Mughlai, Seafood",200.0,4.0,63.0,26.0,30.0
"MG Road, Pune","Beverages, Desserts",200.0,4.0,146.0,60.0,45.0
"Rmz Centennial, I Gate, Whitefield","Juices, Beverages, Healthy Food, Desserts",100.0,3.0,5.0,1.0,30.0
"FTI College, Law College Road, Pune",South Indian,100.0,3.0,78.0,30.0,30.0
Majestic,"South Indian, Street Food, Chinese, Fast Food",200.0,2.0,57.0,28.0,30.0
"Sector 1, Noida","Fast Food, Desserts",200.0,3.0,112.0,49.0,45.0
Mumbai Central,"Korean, Momos, Asian",800.0,4.0,262.0,112.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,150.0,3.0,6.0,1.0,30.0
"FTI College, Law College Road, Pune","Cafe, Continental, Salad, Italian, Fast Food, Desserts, Beverages",350.0,4.0,418.0,220.0,30.0
"Sector 1, Noida","Street Food, Chinese",100.0,3.0,63.0,26.0,30.0
Pune University,"North Indian, Chinese",200.0,3.0,73.0,30.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",150.0,3.0,14.0,7.0,30.0
"Delhi Administration Flats, Timarpur",Fast Food,150.0,3.0,73.0,7.0,65.0
"Sector 14, Noida","North Indian, Mughlai",250.0,4.0,344.0,285.0,45.0
"FTI College, Law College Road, Pune","North Indian, Chinese, Fast Food",200.0,3.0,23.0,10.0,30.0
"Chatta Bazaar, Malakpet, Hyderabad","Street Food, Fast Food, Beverages, Desserts, Mithai",50.0,3.0,63.0,26.0,30.0
"Moulali, Kolkata","Desserts, Bakery, Beverages",200.0,4.0,929.0,633.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Burger, Fast Food, Beverages",250.0,3.0,134.0,56.0,30.0
"Yerawada, Pune, Maharashtra",Fast Food,100.0,3.0,6.0,26.0,30.0
Mumbai Central,"North Indian, Chinese, South Indian, Fast Food, Street Food",300.0,4.0,305.0,167.0,30.0
Pune University,"North Indian, Chinese, Italian, Continental",250.0,3.0,197.0,104.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Burger, Biryani",200.0,3.0,63.0,26.0,45.0
"Panjetan Colony, Malakpet, Hyderabad","North Indian, Mughlai, Lebanese",150.0,3.0,190.0,10.0,30.0
Mumbai Central,"North Indian, South Indian, Fast Food, Chinese",400.0,4.0,1256.0,925.0,30.0
"Sector 1, Noida",Chinese,250.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur",North Indian,100.0,3.0,63.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Biryani",250.0,3.0,104.0,46.0,45.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Tea, Street Food",100.0,3.0,6.0,3.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",250.0,3.0,78.0,49.0,30.0
"Sector 1, Noida","Fast Food, Healthy Food, Salad",200.0,3.0,146.0,92.0,45.0
"MG Road, Pune","North Indian, South Indian, Chinese",200.0,3.0,7.0,2.0,30.0
"Sector 1, Noida","Chinese, North Indian, Momos",100.0,3.0,64.0,26.0,30.0
"Dockyard Road, Mumbai CST Area","Biryani, North Indian",200.0,3.0,22.0,18.0,30.0
"MG Road, Pune","Juices, Beverages",100.0,3.0,64.0,27.0,30.0
Delhi Cantt.,"North Indian, Mughlai",200.0,4.0,1297.0,549.0,45.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Bakery,150.0,2.0,4.0,5.0,30.0
"Rmz Centennial, I Gate, Whitefield","Biryani, Kebab, Rolls, Mughlai",300.0,4.0,205.0,107.0,65.0
"Rmz Centennial, I Gate, Whitefield","Bengali, Fast Food",50.0,3.0,7.0,5.0,30.0
"Sector 3, Marathalli","North Indian, Chinese, Mughlai, Desserts",150.0,4.0,236.0,159.0,30.0
"Sector 3, Marathalli",Fast Food,100.0,3.0,53.0,16.0,45.0
"D-Block, Sector 63, Noida","Biryani, Kebab",150.0,3.0,20.0,4.0,30.0
Pune University,"Cafe, Fast Food",200.0,3.0,20.0,9.0,30.0
Delhi Cantt.,"Desserts, Beverages",100.0,3.0,99.0,49.0,45.0
"Yerawada, Pune, Maharashtra",Street Food,50.0,3.0,15.0,4.0,30.0
"Sector 14, Noida","Ice Cream, Beverages",150.0,4.0,31.0,24.0,30.0
"BTM Layout 1, Electronic City","Bengali, North Indian, Chinese, Biryani",300.0,3.0,368.0,144.0,45.0
"Sector 14, Noida","Chinese, Fast Food",250.0,3.0,28.0,5.0,30.0
Delhi University-GTB Nagar,North Indian,50.0,3.0,108.0,21.0,30.0
"Sector 1, Noida","Mexican, Italian",200.0,3.0,66.0,37.0,65.0
"Gora Bazar, Rajbari, North Dumdum, Kolkata",Mishti,50.0,3.0,136.0,35.0,45.0
"Sandhurst Road, Mumbai CST Area","Burger, Fast Food",200.0,3.0,406.0,111.0,30.0
"Chandni Chowk, Kolkata","Chinese, Fast Food",150.0,3.0,63.0,26.0,30.0
"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese",150.0,3.0,59.0,21.0,30.0
Delhi University-GTB Nagar,Beverages,50.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","Healthy Food, Continental, Salad, Juices",250.0,4.0,655.0,499.0,45.0
"Moulali, Kolkata","Chinese, North Indian",150.0,2.0,17.0,5.0,30.0
"Yerawada, Pune, Maharashtra","North Indian, Chinese",150.0,3.0,59.0,21.0,30.0
Delhi Cantt.,"North Indian, Chinese",200.0,3.0,17.0,4.0,30.0
"Delhi High Court, India Gate","North Indian, Street Food",100.0,4.0,1068.0,220.0,45.0
"Sector 14, Noida",North Indian,150.0,3.0,32.0,20.0,30.0
"MG Road, Pune","Mexican, Italian, Modern Indian",200.0,3.0,90.0,64.0,65.0
"Yerawada, Pune, Maharashtra","Bakery, Desserts, Ice Cream",200.0,4.0,423.0,188.0,65.0
"Musi Nagar, Malakpet, Hyderabad","South Indian, Fast Food",100.0,3.0,418.0,30.0,45.0
"Delhi Administration Flats, Timarpur","Chinese, Fast Food",150.0,3.0,131.0,40.0,45.0
"D-Block, Sector 63, Noida","Biryani, North Indian",300.0,4.0,423.0,181.0,65.0
"Tiretti, Kolkata","Mishti, Street Food",100.0,3.0,34.0,7.0,30.0
Majestic,"Cafe, Continental, Fast Food, Healthy Food",550.0,4.0,913.0,448.0,30.0
"Chandni Chowk, Kolkata",Bakery,150.0,2.0,177.0,81.0,120.0
"Sandhurst Road, Mumbai CST Area","North Indian, Chinese",200.0,3.0,16.0,8.0,30.0
"Rmz Centennial, I Gate, Whitefield",Biryani,200.0,2.0,125.0,48.0,30.0
"Nathan Road, Mangaldas Road, Pune","Biryani, Kebab",200.0,3.0,63.0,26.0,30.0
"Babarpur, New Delhi, Delhi","North Indian, Rolls",250.0,4.0,81.0,70.0,30.0
Pune University,"Cafe, Chinese",150.0,3.0,73.0,34.0,65.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, North Indian",250.0,2.0,78.0,34.0,65.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Burger,200.0,3.0,15.0,9.0,65.0
"Sector 1, Noida","Mexican, Fast Food",200.0,2.0,8.0,6.0,65.0
"Gora Bazar, Rajbari, North Dumdum, Kolkata","Biryani, Hyderabadi, North Indian, Mughlai",100.0,2.0,63.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield","Beverages, Street Food",100.0,3.0,5.0,4.0,30.0
Mumbai Central,"Mithai, Fast Food",150.0,3.0,6.0,2.0,30.0
"Sector 14, Noida","Biryani, North Indian",150.0,3.0,21.0,1.0,30.0
"Sector 1, Noida","North Indian, Chinese",300.0,3.0,63.0,26.0,30.0
Pune University,"Continental, American, Asian, North Indian, South Indian, European, Chinese, Fast Food",600.0,4.0,1926.0,1191.0,30.0
"Nathan Road, Mangaldas Road, Pune","Fast Food, Beverages",100.0,3.0,9.0,4.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",200.0,3.0,32.0,21.0,30.0
"Sector 1, Noida","Fast Food, North Indian, South Indian",100.0,3.0,13.0,26.0,30.0
"Sector 63A,Gurgaon","Mithai, North Indian, South Indian, Street Food, Chinese",250.0,3.0,372.0,131.0,45.0
Delhi University-GTB Nagar,"Pizza, Beverages",350.0,3.0,11.0,6.0,30.0
"Rmz Centennial, I Gate, Whitefield","Beverages, Fast Food, Tea",100.0,4.0,204.0,103.0,45.0
"Rmz Centennial, I Gate, Whitefield","Mughlai, North Indian, Rolls",200.0,3.0,189.0,124.0,45.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Fast Food, Street Food",250.0,3.0,154.0,96.0,45.0
"Sector 1, Noida",Biryani,100.0,3.0,63.0,26.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200.0,3.0,96.0,27.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Continental",400.0,4.0,1820.0,1148.0,30.0
"Sector 3, Marathalli","Ice Cream, Desserts",150.0,3.0,32.0,5.0,45.0
"MG Road, Pune","North Indian, Asian, Biryani, Chinese",400.0,4.0,648.0,305.0,30.0
"Sector 1, Noida","North Indian, Mughlai",250.0,3.0,294.0,126.0,45.0
"Dockyard Road, Mumbai CST Area","Fast Food, Beverages",150.0,3.0,45.0,8.0,30.0
"Sector 3, Marathalli","Mithai, Street Food",150.0,3.0,52.0,21.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Juices, Beverages",50.0,3.0,12.0,4.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, South Indian, Chinese, Bengali, Odia, Biryani, Beverages",150.0,3.0,45.0,29.0,45.0
"Delhi High Court, India Gate","Bakery, Fast Food",100.0,4.0,287.0,76.0,30.0
"D-Block, Sector 63, Noida",North Indian,200.0,3.0,25.0,14.0,30.0
Delhi University-GTB Nagar,"North Indian, Fast Food",100.0,3.0,9.0,2.0,30.0
"Sector 3, Marathalli","Rolls, Kebab, North Indian",100.0,3.0,6.0,2.0,30.0
Majestic,"North Indian, Mughlai, South Indian, Chinese",200.0,4.0,3158.0,2490.0,45.0
"Hyderabad Public School, Begumpet","Healthy Food, Salad, Continental, Juices",200.0,3.0,68.0,41.0,30.0
"Dockyard Road, Mumbai CST Area",Fast Food,150.0,2.0,24.0,9.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Desserts,150.0,3.0,63.0,26.0,30.0
Mumbai Central,"North Indian, South Indian, Chinese, Beverages",150.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","Cafe, Italian, Bakery",350.0,3.0,527.0,232.0,45.0
Majestic,"North Indian, Chinese",150.0,3.0,22.0,4.0,65.0
"Delhi High Court, India Gate","Rolls, Kebab",200.0,3.0,129.0,65.0,65.0
"Panjetan Colony, Malakpet, Hyderabad",South Indian,50.0,3.0,12.0,2.0,30.0
"Delhi High Court, India Gate","Italian, Mexican, Continental, North Indian, Finger Food",750.0,4.0,1504.0,938.0,45.0
"Rmz Centennial, I Gate, Whitefield","Arabian, North Indian, Biryani, Mughlai, BBQ, Salad, Fast Food, Desserts",200.0,3.0,16.0,4.0,45.0
Mumbai Central,"Chinese, Mughlai",450.0,4.0,1719.0,1260.0,45.0
Delhi Cantt.,North Indian,300.0,4.0,63.0,26.0,45.0
"MG Road, Pune","North Indian, Chinese",150.0,3.0,59.0,21.0,30.0
"Delhi Administration Flats, Timarpur","North Indian, Chinese",200.0,3.0,7.0,26.0,30.0
"Sector 14, Noida",Street Food,150.0,4.0,791.0,278.0,65.0
"MG Road, Pune",Street Food,100.0,3.0,4.0,2.0,30.0
"Delhi High Court, India Gate","North Indian, South Indian, Chinese",250.0,3.0,107.0,41.0,65.0
"Delhi Administration Flats, Timarpur",Ice Cream,100.0,3.0,117.0,68.0,30.0
"Babarpur, New Delhi, Delhi","Chinese, Fast Food",150.0,3.0,63.0,26.0,30.0
"Nathan Road, Mangaldas Road, Pune","Bakery, Desserts, Ice Cream",200.0,4.0,423.0,188.0,65.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Momos, Asian",250.0,3.0,62.0,34.0,30.0
"Babarpur, New Delhi, Delhi","Pizza, Fast Food",200.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"North Indian, Fast Food, Chinese",150.0,3.0,61.0,11.0,45.0
"D-Block, Sector 63, Noida","Fast Food, Burger, Sandwich, Beverages",100.0,3.0,53.0,22.0,30.0
"Rmz Centennial, I Gate, Whitefield","Burger, Fast Food",200.0,3.0,52.0,22.0,45.0
"Sector 1, Noida",Cafe,200.0,3.0,79.0,55.0,30.0
"MG Road, Pune","South Indian, Bengali, North Indian, Chinese",200.0,3.0,10.0,4.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, Fast Food, Ice Cream",200.0,3.0,5.0,1.0,30.0
"Delhi High Court, India Gate",Fast Food,100.0,2.0,59.0,9.0,30.0
"Nathan Road, Mangaldas Road, Pune","Mithai, North Indian, Chinese, South Indian, Street Food, Italian, Desserts, Beverages",200.0,3.0,155.0,59.0,30.0
"Delhi Administration Flats, Timarpur",Biryani,200.0,3.0,35.0,30.0,30.0
"Babarpur, New Delhi, Delhi","South Indian, North Indian",200.0,3.0,10.0,2.0,30.0
Delhi University-GTB Nagar,"North Indian, Chinese",200.0,3.0,42.0,38.0,30.0
"Musi Nagar, Malakpet, Hyderabad","Bakery, Fast Food, Biryani",100.0,3.0,63.0,26.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Bakery",150.0,3.0,9.0,6.0,30.0
"D-Block, Sector 63, Noida",North Indian,100.0,3.0,63.0,26.0,30.0
Mumbai Central,"Asian, North Indian, American, Street Food, Healthy Food, Italian",550.0,4.0,302.0,186.0,30.0
"Rmz Centennial, I Gate, Whitefield","Fast Food, Chinese, Rolls",100.0,3.0,91.0,40.0,45.0
"Nathan Road, Mangaldas Road, Pune",Desserts,100.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Chinese",100.0,4.0,373.0,96.0,45.0
"Moulali, Kolkata","Bakery, Desserts",200.0,4.0,398.0,223.0,65.0
Pune University,South Indian,150.0,3.0,87.0,45.0,45.0
"MG Road, Pune","Maharashtrian, South Indian, Chinese",150.0,3.0,12.0,7.0,30.0
Pune University,"Chinese, North Indian",100.0,3.0,63.0,26.0,30.0
"Sector 14, Noida","North Indian, Chinese",150.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"Fast Food, Bakery",200.0,4.0,133.0,72.0,65.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,150.0,4.0,31.0,8.0,30.0
"Sector 14, Noida","Desserts, Ice Cream",100.0,4.0,103.0,84.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,100.0,3.0,142.0,66.0,45.0
"D-Block, Sector 63, Noida","North Indian, Chinese, Fast Food",400.0,4.0,469.0,413.0,65.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Mughlai, Chinese",150.0,3.0,8.0,1.0,30.0
"Nathan Road, Mangaldas Road, Pune","Sandwich, Fast Food",100.0,4.0,479.0,235.0,30.0
"Sector 3, Marathalli","North Indian, South Indian, Chinese, Bengali, Odia, Biryani, Beverages",150.0,3.0,45.0,29.0,45.0
"Yerawada, Pune, Maharashtra","North Indian, South Indian, Chinese",400.0,3.0,340.0,194.0,45.0
"Sandhurst Road, Mumbai CST Area",Desserts,100.0,3.0,19.0,4.0,30.0
"Yerawada, Pune, Maharashtra","Pizza, Italian",250.0,4.0,29.0,20.0,30.0
Mumbai Central,"Bakery, Desserts",150.0,4.0,60.0,47.0,65.0
"Delhi High Court, India Gate","Chinese, Asian",200.0,4.0,56.0,42.0,30.0
"Sector 14, Noida","North Indian, Italian, Continental, Lebanese, Desserts, Beverages",200.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur","Continental, Pizza, Italian",250.0,3.0,297.0,145.0,45.0
"FTI College, Law College Road, Pune","North Indian, Street Food",150.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"Mughlai, North Indian",200.0,3.0,4.0,26.0,30.0
"Yerawada, Pune, Maharashtra","Continental, North Indian, Asian, Pizza",800.0,4.0,2896.0,1967.0,45.0
"Nathan Road, Mangaldas Road, Pune",North Indian,150.0,4.0,769.0,319.0,45.0
Mumbai Central,"North Indian, South Indian, Chinese, Fast Food, Beverages",200.0,3.0,59.0,23.0,45.0
"Moulali, Kolkata","Fast Food, Bengali",100.0,3.0,63.0,26.0,30.0
"Delhi High Court, India Gate","North Indian, Mughlai",200.0,4.0,468.0,218.0,45.0
Majestic,"Fast Food, North Indian, Biryani, Rolls, Wraps",200.0,4.0,233.0,105.0,65.0
"Hyderabad Public School, Begumpet","Juices, Beverages",100.0,4.0,113.0,12.0,30.0
Delhi Cantt.,North Indian,100.0,2.0,37.0,16.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,350.0,3.0,4.0,1.0,30.0
Mumbai Central,"Momos, Fast Food",150.0,3.0,85.0,40.0,30.0
"MG Road, Pune","North Indian, Biryani, Seafood",350.0,3.0,30.0,17.0,30.0
"D-Block, Sector 63, Noida","South Indian, Chinese",150.0,3.0,189.0,65.0,45.0
Majestic,"Andhra, Biryani, Chinese, North Indian, South Indian",150.0,3.0,15.0,10.0,30.0
"Sector 63A,Gurgaon","Ice Cream, Beverages",100.0,3.0,63.0,26.0,30.0
Delhi Cantt.,"Chinese, North Indian",150.0,3.0,14.0,4.0,30.0
"Sector 1, Noida","Chinese, North Indian, Mughlai, Continental, Beverages",400.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","Pizza, Italian",200.0,3.0,377.0,195.0,45.0
"Sandhurst Road, Mumbai CST Area","Fast Food, Mughlai, Chinese",250.0,3.0,5.0,26.0,30.0
"FTI College, Law College Road, Pune",Chinese,200.0,3.0,63.0,26.0,30.0
"Babarpur, New Delhi, Delhi",Mithai,150.0,3.0,41.0,7.0,30.0
"D-Block, Sector 63, Noida","North Indian, Chinese",250.0,3.0,4.0,26.0,30.0
"FTI College, Law College Road, Pune","Pizza, Burger",200.0,3.0,90.0,13.0,65.0
Delhi Cantt.,"North Indian, Chinese",200.0,3.0,136.0,88.0,45.0
"D-Block, Sector 63, Noida","North Indian, South Indian, Chinese",200.0,3.0,19.0,4.0,30.0
"Chandni Chowk, Kolkata","North Indian, Rajasthani, Beverages",100.0,3.0,8.0,2.0,30.0
Pune University,"North Indian, Chinese",200.0,3.0,93.0,18.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Beverages",200.0,3.0,19.0,12.0,30.0
"Sector 3, Marathalli","South Indian, Kerala, Beverages",150.0,3.0,6.0,4.0,30.0
Mumbai Central,North Indian,100.0,3.0,63.0,26.0,30.0
Majestic,"Biryani, Kebab",100.0,3.0,177.0,16.0,65.0
"Sector 63A,Gurgaon",Chinese,200.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur","North Indian, Rolls",150.0,3.0,229.0,64.0,45.0
"Tiretti, Kolkata","Chinese, Fast Food",150.0,3.0,63.0,26.0,30.0
Majestic,"Raw Meats, Naga",100.0,3.0,19.0,7.0,30.0
Delhi University-GTB Nagar,Tibetan,100.0,4.0,126.0,53.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",150.0,3.0,216.0,115.0,45.0
"Babarpur, New Delhi, Delhi","Biryani, Hyderabadi, North Indian, Mughlai",100.0,2.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","North Indian, Chinese, South Indian",200.0,3.0,1326.0,149.0,65.0
"Sector 14, Noida","Fast Food, Chinese",150.0,3.0,66.0,20.0,30.0
"Sector 14, Noida",North Indian,250.0,3.0,22.0,1.0,30.0
"Sector 1, Noida","North Indian, Chinese",150.0,3.0,16.0,10.0,65.0
"Yerawada, Pune, Maharashtra","Italian, Mexican",450.0,3.0,144.0,75.0,45.0
Delhi University-GTB Nagar,Fast Food,150.0,3.0,138.0,46.0,20.0
"Tejas Nagar Colony, Wadala West, Mumbai",Rolls,150.0,4.0,1389.0,699.0,45.0
"FTI College, Law College Road, Pune","Cafe, Coffee, Tea, Desserts",300.0,4.0,295.0,103.0,30.0
"Yerawada, Pune, Maharashtra","Beverages, Desserts",200.0,4.0,179.0,91.0,45.0
"FTI College, Law College Road, Pune",Street Food,50.0,3.0,17.0,9.0,30.0
"Sector 3, Marathalli","American, Continental",100.0,3.0,30.0,23.0,30.0
"Delhi Administration Flats, Timarpur","North Indian, Continental, Chinese",600.0,3.0,537.0,351.0,45.0
Pune University,"South Indian, Fast Food",200.0,4.0,2879.0,1263.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Ice Cream, Beverages",150.0,3.0,63.0,26.0,30.0
